Event Category,City,Total Events
Ignore it,Sparta,1
Ignore it,Springfield,1
Ignore it,Sunbright,1
Ignore it,Tellico Plains,1
Ignore it,Tennessee Ridge,1
Ignore it,Tracy City,1
Ignore it,Trenton,1
Ignore it,Abernathy,1
Ignore it,Alpine,1
Ignore it,Alvarado,1
Ignore it,Alvin,1
Ignore it,Archer City,1
Ignore it,Arlington,1
Ignore it,Azle,1
Ignore it,Bay City,1
Ignore it,Bedford,1
Ignore it,Big Lake,1
Ignore it,Big Sandy,1
Ignore it,Big Spring,1
Ignore it,Bridgeport,1
Ignore it,Brownwood,1
Ignore it,Buna,1
Ignore it,Cameron,1
Ignore it,Carrollton,1
Ignore it,Celina,1
Ignore it,Center,1
Ignore it,Channelview,1
Ignore it,Cleveland,1
Ignore it,Clute,1
Ignore it,Commerce,1
Ignore it,Coppell,1
Ignore it,Crowley,1
Ignore it,Cuero,1
Ignore it,Cumby,1
Ignore it,Dalhart,1
Ignore it,Decatur,1
Ignore it,Denison,1
Ignore it,Dilley,1
Ignore it,Eastland,1
Ignore it,Edinburg,1
Ignore it,Fabens,1
Ignore it,Fairfield,1
Ignore it,Flower Mound,1
Ignore it,Galveston,1
Ignore it,Garrison,1
Ignore it,Gatesville,1
Ignore it,George West,1
Ignore it,Giddings,1
Ignore it,Glen Rose,1
Ignore it,Graham,1
Ignore it,Grand Prairie,1
Ignore it,Grapevine,1
Ignore it,Groesbeck,1
Ignore it,Hereford,1
Ignore it,Hico,1
Ignore it,Jacksboro,1
Ignore it,Jacksonville,1
Ignore it,Keller,1
Ignore it,Kendleton,1
Ignore it,Kingsville,1
Ignore it,Krum,1
Ignore it,Kyle,1
Ignore it,La Porte,1
Ignore it,Lamesa,1
Ignore it,Levelland,1
Ignore it,Liberty,1
Ignore it,Lindale,1
Ignore it,Little Elm,1
Ignore it,Mansfield,1
Ignore it,Marshall,1
Ignore it,Medina,1
Ignore it,Mineral Wells,1
Ignore it,Muleshoe,1
Ignore it,New Braunfels,1
Ignore it,North Richland Hills,1
Ignore it,Odessa,1
Ignore it,Orange,1
Ignore it,Palacios,1
Ignore it,Pampa,1
Ignore it,Pasadena,1
Ignore it,Petersburg,1
Ignore it,Pflugerville,1
Ignore it,Plainview,1
Ignore it,Pleasanton,1
Ignore it,Port Arthur,1
Ignore it,Quitman,1
Ignore it,Rankin,1
Ignore it,Red Oak,1
Ignore it,Rio Grande City,1
Ignore it,Roanoke,1
Ignore it,Robstown,1
Ignore it,Rockport,1
Ignore it,Rosenberg,1
Ignore it,Salado,1
Ignore it,San Juan,1
Ignore it,Sandia,1
Ignore it,Santa Anna,1
Ignore it,Seagraves,1
Ignore it,Seminole,1
Ignore it,Silsbee,1
Ignore it,Spring,1
Ignore it,Sugar Land,1
Ignore it,The Colony,1
Ignore it,Three Rivers,1
Ignore it,Tomball,1
Ignore it,Trinity,1
Ignore it,Victoria,1
Ignore it,Vidor,1
Ignore it,Waller,1
Ignore it,Willis,1
Ignore it,Wimberley,1
Ignore it,Winnsboro,1
Ignore it,Woodville,1
Ignore it,Yoakum,1
Ignore it,Bountiful,1
Ignore it,Centerville,1
Ignore it,Clearfield,1
Ignore it,Delta,1
Ignore it,Fillmore,1
Ignore it,Grantsville,1
Ignore it,Heber City,1
Ignore it,Hurricane,1
Ignore it,Ivins,1
Ignore it,Kaysville,1
Ignore it,Lindon,1
Ignore it,Monticello,1
Ignore it,Panguitch,1
Ignore it,Park City,1
Ignore it,Pleasant Grove,1
Ignore it,Salem,1
Ignore it,Smithfield,1
Ignore it,Tooele,1
Ignore it,Tremonton,1
Ignore it,Washington,1
Ignore it,Amherst,1
Ignore it,Boston,1
Ignore it,Bowling Green,1
Ignore it,Bristol,1
Ignore it,Broadway,1
Ignore it,Carson,1
Ignore it,Cedar Bluff,1
Ignore it,Chantilly,1
Ignore it,Cloverdale,1
Ignore it,Colonial Heights,1
Ignore it,Daleville,1
Ignore it,Dulles,1
Ignore it,Fairfax,1
Ignore it,Ferrum,1
Ignore it,Fincastle,1
Ignore it,Fredericksburg,1
Ignore it,Gainesville,1
Ignore it,Glade Spring,1
Ignore it,Glen Allen,1
Ignore it,Hampden Sydney,1
Ignore it,Haymarket,1
Ignore it,Hopewell,1
Ignore it,Keswick,1
Ignore it,King George,1
Ignore it,Madison,1
Ignore it,Martinsville,1
Ignore it,McGaheysville,1
Ignore it,McLean,1
Ignore it,Meadowview,1
Ignore it,Midlothian,1
Ignore it,Mount Vernon,1
Ignore it,Narrows,1
Ignore it,New Castle,1
Ignore it,Oakton,1
Ignore it,Pembroke,1
Ignore it,Portsmouth,1
Ignore it,Radford,1
Ignore it,Rich Creek,1
Ignore it,Richlands,1
Ignore it,Rocky Mount,1
Ignore it,Rustburg,1
Ignore it,Saltville,1
Ignore it,Scottsville,1
Ignore it,Shenandoah,1
Ignore it,Springfield,1
Ignore it,Vansant,1
Ignore it,Vienna,1
Ignore it,West Point,1
Ignore it,Winchester,1
Ignore it,Woodbridge,1
Ignore it,Wytheville,1
Ignore it,Bristol,1
Ignore it,Chester,1
Ignore it,East Corinth,1
Ignore it,Hinesburg,1
Ignore it,Jericho,1
Ignore it,Londonderry,1
Ignore it,Milton,1
Ignore it,Montpelier,1
Ignore it,Northfield,1
Ignore it,Springfield,1
Ignore it,Swanton,1
Ignore it,Wallingford,1
Ignore it,Westford,1
Ignore it,Winooski,1
Ignore it,Anacortes,1
Ignore it,Belfair,1
Ignore it,Bow,1
Ignore it,Brewster,1
Ignore it,Burlington,1
Ignore it,Carnation,1
Ignore it,Centralia,1
Ignore it,Clarkston,1
Ignore it,Clinton,1
Ignore it,Eatonville,1
Ignore it,Edmonds,1
Ignore it,Ephrata,1
Ignore it,Forks,1
Ignore it,Freeland,1
Ignore it,Long Beach,1
Ignore it,Lynden,1
Ignore it,Maple Valley,1
Ignore it,Mukilteo,1
Ignore it,Newport,1
Ignore it,Orting,1
Ignore it,Othello,1
Ignore it,Port Ludlow,1
Ignore it,Port Townsend,1
Ignore it,Poulsbo,1
Ignore it,Prosser,1
Ignore it,Sequim,1
Ignore it,Shelton,1
Ignore it,Valley,1
Ignore it,Wapato,1
Ignore it,White Swan,1
Ignore it,Yelm,1
Ignore it,Abbotsford,1
Ignore it,Abrams,1
Ignore it,Arlington,1
Ignore it,Bangor,1
Ignore it,Birchwood,1
Ignore it,Brookfield,1
Ignore it,Clintonville,1
Ignore it,Coon Valley,1
Ignore it,Crandon,1
Ignore it,Crivitz,1
Ignore it,Cudahy,1
Ignore it,Cumberland,1
Ignore it,Dallas,1
Ignore it,Darlington,1
Ignore it,Denmark,1
Ignore it,Dodgeville,1
Ignore it,Dousman,1
Ignore it,Eagle,1
Ignore it,Eagle River,1
Ignore it,Eleva,1
Ignore it,Elroy,1
Ignore it,Fairwater,1
Ignore it,Fennimore,1
Ignore it,Franklin,1
Ignore it,Frederic,1
Ignore it,Fort Atkinson,1
Ignore it,Gays Mills,1
Ignore it,Germantown,1
Ignore it,Grantsburg,1
Ignore it,Horicon,1
Ignore it,Hortonville,1
Ignore it,Iron River,1
Ignore it,Johnson Creek,1
Ignore it,Junction City,1
Ignore it,Juneau,1
Ignore it,Keshena,1
Ignore it,Kewaskum,1
Ignore it,Lodi,1
Ignore it,Lomira,1
Ignore it,Lowell,1
Ignore it,Mayville,1
Ignore it,Mazomanie,1
Ignore it,Merrill,1
Ignore it,Merrillan,1
Ignore it,Mondovi,1
Ignore it,Mosinee,1
Ignore it,Mukwonago,1
Ignore it,Neillsville,1
Ignore it,New Berlin,1
Ignore it,New Holstein,1
Ignore it,New Richmond,1
Ignore it,Oakdale,1
Ignore it,Oconomowoc,1
Ignore it,Oconto Falls,1
Ignore it,Oostburg,1
Ignore it,Oxford,1
Ignore it,Palmyra,1
Ignore it,Pewaukee,1
Ignore it,Plainfield,1
Ignore it,Pleasant Prairie,1
Ignore it,Plover,1
Ignore it,Prairie du Sac,1
Ignore it,Prescott,1
Ignore it,Redgranite,1
Ignore it,Reedsburg,1
Ignore it,Rio,1
Ignore it,Ripon,1
Ignore it,Sauk City,1
Ignore it,Shullsburg,1
Ignore it,Siren,1
Ignore it,Slinger,1
Ignore it,Somerset,1
Ignore it,Spring Valley,1
Ignore it,Stevens Point,1
Ignore it,Suring,1
Ignore it,Thorp,1
Ignore it,Tisch Mills,1
Ignore it,Tomah,1
Ignore it,Tomahawk,1
Ignore it,Valders,1
Ignore it,Viola,1
Ignore it,Viroqua,1
Ignore it,Wales,1
Ignore it,Tichigan,1
Ignore it,Watertown,1
Ignore it,Westby,1
Ignore it,Weyauwega,1
Ignore it,Wild Rose,1
Ignore it,Alloy,1
Ignore it,Ballard,1
Ignore it,Barboursville,1
Ignore it,Belle,1
Ignore it,Buckhannon,1
Ignore it,Craigsville,1
Ignore it,Dunbar,1
Ignore it,Elizabeth,1
Ignore it,Gassaway,1
Ignore it,Keyser,1
Ignore it,Madison,1
Ignore it,Marlinton,1
Ignore it,Moundsville,1
Ignore it,Nitro,1
Ignore it,Pineville,1
Ignore it,Prosperity,1
Ignore it,Rainelle,1
Ignore it,Spencer,1
Ignore it,Summersville,1
Ignore it,Washington,1
Ignore it,Winfield,1
Ignore it,Douglas,1
Ignore it,Evanston,1
Ignore it,Warren Air Force Base,1
Ignore it,Freedom,1
Ignore it,Lusk,1
Ignore it,Lyman,1
Ignore it,Meeteetse,1
Ignore it,Newcastle,1
Ignore it,Pine Bluffs,1
Ignore it,Ranchester,1
Ignore it,Riverton,1
Ignore it,Torrington,1
Ignore it,Adelphi,1
Ignore it,Allendale Charter Township,1
Ignore it,Allouez,1
Ignore it,Amity Gardens,1
Ignore it,Andover,1
Ignore it,Aquia Harbour,1
Ignore it,Arden-Arcade,1
Ignore it,Arlington,1
Ignore it,Arlington Heights,1
Ignore it,Artondale,1
Ignore it,Aston,1
Ignore it,Austintown,1
Ignore it,Aynor,1
Ignore it,Bayou Cane,1
Ignore it,Baywood-Los Osos,1
Ignore it,Beavercreek,1
Ignore it,Bel Air South,1
Ignore it,Bellair-Meadowbrook Terrace,1
Ignore it,Beverly Hills,1
Ignore it,Bithlo,1
Ignore it,Black Forest,1
Ignore it,Blackman,1
Ignore it,Bladenboro,1
Ignore it,Blasdell,1
Ignore it,Boiling Spring Lakes,1
Ignore it,Bon Air,1
Ignore it,Boonton Township,1
Ignore it,Braidwood,1
Ignore it,Brambleton,1
Ignore it,Brentwood,1
Ignore it,Bridgeport charter Township,1
Ignore it,Burrillville,1
Ignore it,Byram,1
Ignore it,Calcutta,1
Ignore it,Canastota,1
Ignore it,Carney,1
Ignore it,Carolina Shores,1
Ignore it,Celebration,1
Ignore it,Centennial,1
Ignore it,Central Square,1
Ignore it,Charleroi,1
Ignore it,Chatham Township,1
Ignore it,Clayton,1
Ignore it,Cold Spring,1
Ignore it,Coloma charter Township,1
Ignore it,Columbia Heights,1
Ignore it,Cottonwood Heights,1
Ignore it,Country Club,1
Ignore it,Covington,1
Ignore it,Crestwood,1
Ignore it,Creve Coeur,1
Ignore it,Davis,1
Ignore it,Dix Hills,1
Ignore it,Doctor Phillips,1
Ignore it,Dunnellon,1
Ignore it,Eagan,1
Ignore it,East Berlin,1
Ignore it,East Hampton North,1
Ignore it,East Highland Park,1
Ignore it,East Los Angeles,1
Ignore it,East Patchogue,1
Ignore it,East Windsor,1
Ignore it,Eastvale,1
Ignore it,Edgemoor,1
Ignore it,Egypt Lake-Leto,1
Ignore it,Eldersburg,1
Ignore it,Elgin,1
Ignore it,Elko New Market,1
Ignore it,Elsmere,1
Ignore it,Ennis,1
Ignore it,Farmington,1
Ignore it,Fearrington,1
Ignore it,Ferguson,1
Ignore it,Finneytown,1
Ignore it,Flint Township,1
Ignore it,Florence,1
Ignore it,Forest Park,1
Ignore it,Fort Hood,1
Ignore it,Fortuna Foothills,1
Ignore it,Fontainebleau,1
Ignore it,Foxborough,1
Ignore it,Franconia,1
Ignore it,Franklin Township,1
Ignore it,Fullerton,1
Ignore it,Fulshear,1
Ignore it,Gahanna,1
Ignore it,Galeville,1
Ignore it,Galloway,1
Ignore it,Germantown Hills,1
Ignore it,Glasgow,1
Ignore it,Glenvar Heights,1
Ignore it,Godley,1
Ignore it,Golden Valley,1
Ignore it,Grand Blanc Township,1
Ignore it,Grand Rapids charter Township,1
Ignore it,Grant,1
Ignore it,Greece,1
Ignore it,Greenwich Township,1
Ignore it,Groveton,1
Ignore it,Guilford,1
Ignore it,Ham Lake,1
Ignore it,Hampton,1
Ignore it,Happy Valley,1
Ignore it,Harbour Heights,1
Ignore it,Hardwick,1
Ignore it,Hazel Dell North,1
Ignore it,Henagar,1
Ignore it,Holladay,1
Ignore it,Hollins,1
Ignore it,Honey Brook,1
Ignore it,Hopewell Township,1
Ignore it,Houlton,1
Ignore it,Howards Grove,1
Ignore it,Howland Center,1
Ignore it,Huber Heights,1
Ignore it,Hudson,1
Ignore it,Huron Charter Township,1
Ignore it,Independence charter Township,1
Ignore it,Indian Harbour Beach,1
Ignore it,Iowa Colony,1
Ignore it,Irondequoit,1
Ignore it,Jasmine Estates,1
Ignore it,Johns Creek,1
Ignore it,Kendall West,1
Ignore it,Kenilworth,1
Ignore it,Kennebunk,1
Ignore it,Kentwood,1
Ignore it,Kerhonkson,1
Ignore it,Kingston Springs,1
Ignore it,Kingwood,1
Ignore it,Kittery,1
Ignore it,Ladue,1
Ignore it,Lake Delton,1
Ignore it,Lake Ridge,1
Ignore it,Lakeland North,1
Ignore it,Lakeside,1
Ignore it,Leacock-Leola-Bareville,1
Ignore it,Lebanon Township,1
Ignore it,Lee,1
Ignore it,Lexington,1
Ignore it,Linganore-Bartonsville,1
Ignore it,Linglestown,1
Ignore it,Londonderry,1
Ignore it,Lone Tree,1
Ignore it,Long Neck,1
Ignore it,Lowell charter Township,1
Ignore it,Lower Burrell,1
Ignore it,Lower Township,1
Ignore it,Lucas,1
Ignore it,Lunenburg,1
Ignore it,Lyndon,1
Ignore it,Madison,1
Ignore it,Manchester,1
Ignore it,Manchester Township,1
Ignore it,Manzanita,1
Ignore it,Marvin,1
Ignore it,Mayfield Heights,1
Ignore it,Meadville,1
Ignore it,Mehlville,1
Ignore it,Mendota Heights,1
Ignore it,Millerton,1
Ignore it,Mint Hill,1
Ignore it,Miramar Beach,1
Ignore it,Moapa Valley,1
Ignore it,Monmouth,1
Ignore it,Monteagle,1
Ignore it,Moon,1
Ignore it,Moss Bluff,1
Ignore it,Mounds View,1
Ignore it,Mount Carmel,1
Ignore it,Mount Olive Township,1
Ignore it,Mount Wolf,1
Ignore it,Murphy,1
Ignore it,Nanakuli,1
Ignore it,New Franklin,1
Ignore it,New Milford,1
Ignore it,Newport,1
Ignore it,Newport,1
Ignore it,North Druid Hills,1
Ignore it,North Miami,1
Ignore it,North Potomac,1
Ignore it,North Sarasota,1
Ignore it,North Syracuse,1
Ignore it,Northglenn,1
Ignore it,Northwest Harborcreek,1
Ignore it,Norwood,1
Ignore it,O'Hara Township,1
Ignore it,Oakland,1
Ignore it,Oatfield,1
Ignore it,Oildale,1
Ignore it,Ontario,1
Ignore it,Orange Lake,1
Ignore it,Ore City,1
Ignore it,Oro Valley,1
Ignore it,Orono,1
Ignore it,Oronoco,1
Ignore it,Oxford,1
Ignore it,Palm Valley,1
Ignore it,Palmer,1
Ignore it,Palmetto Bay,1
Ignore it,Pana,1
Ignore it,Parma,1
Ignore it,Pearl,1
Ignore it,Petal,1
Ignore it,Pine Hills,1
Ignore it,Pleasanton,1
Ignore it,Plumsted Township,1
Ignore it,Plymouth Charter Township,1
Ignore it,Poinciana,1
Ignore it,Ponchatoula,1
Ignore it,Port Royal,1
Ignore it,Porterdale,1
Ignore it,Powdersville,1
Ignore it,Rainbow,1
Ignore it,Rancho Calaveras,1
Ignore it,Red Bank,1
Ignore it,Richfield,1
Ignore it,Riverside,1
Ignore it,Rosemont,1
Ignore it,San Carlos Park,1
Ignore it,Sandy Springs,1
Ignore it,Sanford,1
Ignore it,Sanger,1
Ignore it,Saratoga Springs,1
Ignore it,Scotchtown,1
Ignore it,Seville,1
Ignore it,Shelby charter Township,1
Ignore it,Shillington,1
Ignore it,Shoreview,1
Ignore it,Short Pump,1
Ignore it,Siesta Key,1
Ignore it,Silver Springs Shores,1
Ignore it,Smiths Station,1
Ignore it,South Valley,1
Ignore it,Spanish Springs,1
Ignore it,Spencer,1
Ignore it,Stansbury Park,1
Ignore it,Surf City,1
Ignore it,Surfside Beach,1
Ignore it,Tega Cay,1
Ignore it,The Villages,1
Ignore it,Tiverton,1
Ignore it,Topsham,1
Ignore it,Town and Country,1
Ignore it,Tropic,1
Ignore it,Tuttle,1
Ignore it,Union charter Township,1
Ignore it,Union Park,1
Ignore it,University City,1
Ignore it,Valencia West,1
Ignore it,Villas,1
Ignore it,Walker,1
Ignore it,Wall Township,1
Ignore it,Washington Township,1
Ignore it,Waterford,1
Ignore it,West Caldwell,1
Ignore it,West Deptford,1
Ignore it,West Richland,1
Ignore it,West Springfield,1
Ignore it,Westampton,1
Ignore it,Westborough,1
Ignore it,Westerly,1
Ignore it,Westmere,1
Ignore it,Westmont,1
Ignore it,Weston,1
Ignore it,Westphalia,1
Ignore it,Wheaton-Glenmont,1
Ignore it,Whitefish Bay,1
Ignore it,Whitley City,1
Ignore it,Williamstown,1
Ignore it,Willow Oak,1
Ignore it,Wilton,1
Ignore it,Winchester,1
Ignore it,Wood River,1
Ignore it,Woodmoor,1
Ignore it,Wright,1
Ignore it,Zeeland charter Township,1
"No, I believe most news articles are false",Bethel,1
"No, I believe most news articles are false",Cordova,1
"No, I believe most news articles are false",North Pole,1
"No, I believe most news articles are false",Unalaska,1
"No, I believe most news articles are false",Wasilla,1
"No, I believe most news articles are false",Andalusia,1
"No, I believe most news articles are false",Arab,1
"No, I believe most news articles are false",Bay Minette,1
"No, I believe most news articles are false",Boaz,1
"No, I believe most news articles are false",Cottonwood,1
"No, I believe most news articles are false",Decatur,1
"No, I believe most news articles are false",Demopolis,1
"No, I believe most news articles are false",Dothan,1
"No, I believe most news articles are false",Enterprise,1
"No, I believe most news articles are false",Foley,1
"No, I believe most news articles are false",Fort Payne,1
"No, I believe most news articles are false",Greenville,1
"No, I believe most news articles are false",Hazel Green,1
"No, I believe most news articles are false",Ider,1
"No, I believe most news articles are false",Jasper,1
"No, I believe most news articles are false",Mobile,1
"No, I believe most news articles are false",Monroeville,1
"No, I believe most news articles are false",Oxford,1
"No, I believe most news articles are false",Pell City,1
"No, I believe most news articles are false",Pinson,1
"No, I believe most news articles are false",Rainsville,1
"No, I believe most news articles are false",Ramer,1
"No, I believe most news articles are false",Spanish Fort,1
"No, I believe most news articles are false",Sumiton,1
"No, I believe most news articles are false",Sylacauga,1
"No, I believe most news articles are false",Wetumpka,1
"No, I believe most news articles are false",Arkadelphia,1
"No, I believe most news articles are false",Batesville,1
"No, I believe most news articles are false",Bella Vista,1
"No, I believe most news articles are false",Berryville,1
"No, I believe most news articles are false",Booneville,1
"No, I believe most news articles are false",Charleston,1
"No, I believe most news articles are false",Clinton,1
"No, I believe most news articles are false",El Dorado,1
"No, I believe most news articles are false",Fayetteville,1
"No, I believe most news articles are false",Gentry,1
"No, I believe most news articles are false",Glenwood,1
"No, I believe most news articles are false",Greenbrier,1
"No, I believe most news articles are false",Harrisburg,1
"No, I believe most news articles are false",Harrison,1
"No, I believe most news articles are false",Heber Springs,1
"No, I believe most news articles are false",Lonoke,1
"No, I believe most news articles are false",Monticello,1
"No, I believe most news articles are false",Piggott,1
"No, I believe most news articles are false",Pine Bluff,1
"No, I believe most news articles are false",Prairie Grove,1
"No, I believe most news articles are false",Sheridan,1
"No, I believe most news articles are false",Sherwood,1
"No, I believe most news articles are false",Springdale,1
"No, I believe most news articles are false",Stuttgart,1
"No, I believe most news articles are false",Texarkana,1
"No, I believe most news articles are false",Yellville,1
"No, I believe most news articles are false",Avondale,1
"No, I believe most news articles are false",Benson,1
"No, I believe most news articles are false",Buckeye,1
"No, I believe most news articles are false",Casa Grande,1
"No, I believe most news articles are false",Chandler,1
"No, I believe most news articles are false",Flagstaff,1
"No, I believe most news articles are false",Fountain Hills,1
"No, I believe most news articles are false",Lake Havasu City,1
"No, I believe most news articles are false",Pima,1
"No, I believe most news articles are false",Prescott Valley,1
"No, I believe most news articles are false",Safford,1
"No, I believe most news articles are false",Sahuarita,1
"No, I believe most news articles are false",Sedona,1
"No, I believe most news articles are false",Altadena,1
"No, I believe most news articles are false",Anaheim,1
"No, I believe most news articles are false",Antioch,1
"No, I believe most news articles are false",Atwater,1
"No, I believe most news articles are false",Avalon,1
"No, I believe most news articles are false",Azusa,1
"No, I believe most news articles are false",Big Bear Lake,1
"No, I believe most news articles are false",Bishop,1
"No, I believe most news articles are false",Burbank,1
"No, I believe most news articles are false",Camarillo,1
"No, I believe most news articles are false",Carpinteria,1
"No, I believe most news articles are false",Chinese Camp,1
"No, I believe most news articles are false",Corona,1
"No, I believe most news articles are false",Coronado,1
"No, I believe most news articles are false",Costa Mesa,1
"No, I believe most news articles are false",Covina,1
"No, I believe most news articles are false",Cypress,1
"No, I believe most news articles are false",Daly City,1
"No, I believe most news articles are false",Dinuba,1
"No, I believe most news articles are false",El Centro,1
"No, I believe most news articles are false",El Monte,1
"No, I believe most news articles are false",Eureka,1
"No, I believe most news articles are false",Exeter,1
"No, I believe most news articles are false",Folsom,1
"No, I believe most news articles are false",Fullerton,1
"No, I believe most news articles are false",Goleta,1
"No, I believe most news articles are false",Hollister,1
"No, I believe most news articles are false",Indio,1
"No, I believe most news articles are false",Jackson,1
"No, I believe most news articles are false",La Mesa,1
"No, I believe most news articles are false",Laguna Hills,1
"No, I believe most news articles are false",Lodi,1
"No, I believe most news articles are false",Los Banos,1
"No, I believe most news articles are false",Madera,1
"No, I believe most news articles are false",Malibu,1
"No, I believe most news articles are false",Martinez,1
"No, I believe most news articles are false",Marysville,1
"No, I believe most news articles are false",Menifee,1
"No, I believe most news articles are false",Mission Viejo,1
"No, I believe most news articles are false",Montebello,1
"No, I believe most news articles are false",Desert Hot Springs,1
"No, I believe most news articles are false",Oakdale,1
"No, I believe most news articles are false",Ontario,1
"No, I believe most news articles are false",Oroville,1
"No, I believe most news articles are false",Perris,1
"No, I believe most news articles are false",Pine Grove,1
"No, I believe most news articles are false",Plymouth,1
"No, I believe most news articles are false",Rancho Santa Margarita,1
"No, I believe most news articles are false",Redding,1
"No, I believe most news articles are false",Redwood City,1
